image_id,source_dataset,rel_path,gender_cat,age_cat,split,race_cat
UT_UTK_9_0_0_20170110224835799.jpg.chip,UTKFace,UTKFace/9_0_0_20170110224835799.jpg.chip.jpg,Male,,test,White
FA_FF_10208,FairFace,FairFace/train/10208.jpg,Female,20-29,train,EastAsian
FA_FF_10301,FairFace,FairFace/train/10301.jpg,Female,20-29,train,EastAsian
FA_FF_10319,FairFace,FairFace/train/10319.jpg,Female,30-39,train,SoutheastAsian
FA_FF_10386,FairFace,FairFace/train/10386.jpg,Female,10-19,train,Black
FA_FF_10402,FairFace,FairFace/train/10402.jpg,Male,20-29,train,SouthAsian
FA_FF_10838,FairFace,FairFace/train/10838.jpg,Female,3-9,train,MiddleEastern
FA_FF_10848,FairFace,FairFace/train/10848.jpg,Male,20-29,train,MiddleEastern
FA_FF_10930,FairFace,FairFace/train/10930.jpg,Male,3-9,train,Latino
FA_FF_11059,FairFace,FairFace/train/11059.jpg,Female,30-39,train,Latino
FA_FF_11232,FairFace,FairFace/train/11232.jpg,Female,more than 70,train,MiddleEastern
FA_FF_11300,FairFace,FairFace/train/11300.jpg,Female,10-19,train,Black
FA_FF_11367,FairFace,FairFace/train/11367.jpg,Female,20-29,train,SoutheastAsian
FA_FF_11592,FairFace,FairFace/train/11592.jpg,Male,30-39,train,SouthAsian
FA_FF_11736,FairFace,FairFace/train/11736.jpg,Female,20-29,train,Black
FA_FF_12182,FairFace,FairFace/train/12182.jpg,Male,30-39,train,White
FA_FF_12192,FairFace,FairFace/train/12192.jpg,Male,40-49,train,EastAsian
FA_FF_12199,FairFace,FairFace/train/12199.jpg,Female,20-29,train,SoutheastAsian
FA_FF_12925,FairFace,FairFace/train/12925.jpg,Male,3-9,train,Latino
FA_FF_12965,FairFace,FairFace/train/12965.jpg,Male,60-69,train,MiddleEastern
FA_FF_13223,FairFace,FairFace/train/13223.jpg,Male,20-29,train,EastAsian
FA_FF_13349,FairFace,FairFace/train/13349.jpg,Male,20-29,train,SoutheastAsian
FA_FF_13686,FairFace,FairFace/train/13686.jpg,Female,20-29,train,SoutheastAsian
FA_FF_13773,FairFace,FairFace/train/13773.jpg,Male,20-29,train,White
FA_FF_14197,FairFace,FairFace/train/14197.jpg,Female,20-29,train,SoutheastAsian
FA_FF_14381,FairFace,FairFace/train/14381.jpg,Female,30-39,train,White
FA_FF_14440,FairFace,FairFace/train/14440.jpg,Female,more than 70,train,SoutheastAsian
FA_FF_14476,FairFace,FairFace/train/14476.jpg,Male,20-29,train,White
FA_FF_14971,FairFace,FairFace/train/14971.jpg,Female,20-29,train,Latino
FA_FF_14972,FairFace,FairFace/train/14972.jpg,Male,30-39,train,SoutheastAsian
FA_FF_14978,FairFace,FairFace/train/14978.jpg,Male,30-39,train,Latino
FA_FF_15105,FairFace,FairFace/train/15105.jpg,Male,30-39,train,MiddleEastern
FA_FF_15476,FairFace,FairFace/train/15476.jpg,Male,30-39,train,MiddleEastern
FA_FF_15758,FairFace,FairFace/train/15758.jpg,Male,50-59,train,SoutheastAsian
FA_FF_15939,FairFace,FairFace/train/15939.jpg,Male,0-2,train,Latino
FA_FF_1618,FairFace,FairFace/train/1618.jpg,Male,20-29,train,White
FA_FF_16548,FairFace,FairFace/train/16548.jpg,Male,50-59,train,MiddleEastern
FA_FF_17077,FairFace,FairFace/train/17077.jpg,Female,50-59,train,SouthAsian
FA_FF_1720,FairFace,FairFace/train/1720.jpg,Male,3-9,train,Black
FA_FF_17252,FairFace,FairFace/train/17252.jpg,Female,10-19,train,EastAsian
FA_FF_17760,FairFace,FairFace/train/17760.jpg,Female,30-39,train,MiddleEastern
FA_FF_17918,FairFace,FairFace/train/17918.jpg,Female,50-59,train,Latino
FA_FF_18232,FairFace,FairFace/train/18232.jpg,Female,40-49,train,EastAsian
FA_FF_18596,FairFace,FairFace/train/18596.jpg,Female,30-39,train,Latino
FA_FF_18622,FairFace,FairFace/train/18622.jpg,Female,0-2,train,EastAsian
FA_FF_18666,FairFace,FairFace/train/18666.jpg,Male,3-9,train,White
FA_FF_18853,FairFace,FairFace/train/18853.jpg,Male,20-29,train,SoutheastAsian
FA_FF_18989,FairFace,FairFace/train/18989.jpg,Male,30-39,train,SouthAsian
FA_FF_19136,FairFace,FairFace/train/19136.jpg,Male,30-39,train,Latino
FA_FF_19311,FairFace,FairFace/train/19311.jpg,Male,20-29,train,SoutheastAsian
FA_FF_19323,FairFace,FairFace/train/19323.jpg,Female,10-19,train,Latino
FA_FF_19506,FairFace,FairFace/train/19506.jpg,Male,20-29,train,SoutheastAsian
FA_FF_19631,FairFace,FairFace/train/19631.jpg,Female,30-39,train,EastAsian
FA_FF_19961,FairFace,FairFace/train/19961.jpg,Male,50-59,train,Latino
FA_FF_20471,FairFace,FairFace/train/20471.jpg,Female,20-29,train,SouthAsian
FA_FF_20618,FairFace,FairFace/train/20618.jpg,Male,50-59,train,MiddleEastern
FA_FF_20646,FairFace,FairFace/train/20646.jpg,Male,20-29,train,SouthAsian
FA_FF_21016,FairFace,FairFace/train/21016.jpg,Female,20-29,train,SoutheastAsian
FA_FF_21065,FairFace,FairFace/train/21065.jpg,Male,60-69,train,MiddleEastern
FA_FF_21080,FairFace,FairFace/train/21080.jpg,Male,40-49,train,MiddleEastern
FA_FF_2166,FairFace,FairFace/train/2166.jpg,Female,10-19,train,SouthAsian
FA_FF_21664,FairFace,FairFace/train/21664.jpg,Male,40-49,train,SoutheastAsian
FA_FF_21758,FairFace,FairFace/train/21758.jpg,Female,20-29,train,MiddleEastern
FA_FF_21858,FairFace,FairFace/train/21858.jpg,Female,20-29,train,Black
FA_FF_21909,FairFace,FairFace/train/21909.jpg,Female,30-39,train,Latino
FA_FF_21914,FairFace,FairFace/train/21914.jpg,Male,50-59,train,White
FA_FF_22093,FairFace,FairFace/train/22093.jpg,Male,20-29,train,EastAsian
FA_FF_22183,FairFace,FairFace/train/22183.jpg,Male,20-29,train,Latino
FA_FF_22384,FairFace,FairFace/train/22384.jpg,Male,10-19,train,Latino
FA_FF_22685,FairFace,FairFace/train/22685.jpg,Female,30-39,train,SoutheastAsian
FA_FF_22848,FairFace,FairFace/train/22848.jpg,Male,30-39,train,Latino
FA_FF_22994,FairFace,FairFace/train/22994.jpg,Female,20-29,train,Latino
FA_FF_23167,FairFace,FairFace/train/23167.jpg,Female,40-49,train,MiddleEastern
FA_FF_23353,FairFace,FairFace/train/23353.jpg,Male,60-69,train,EastAsian
FA_FF_23776,FairFace,FairFace/train/23776.jpg,Female,30-39,train,Latino
FA_FF_23797,FairFace,FairFace/train/23797.jpg,Male,40-49,train,MiddleEastern
FA_FF_24040,FairFace,FairFace/train/24040.jpg,Male,20-29,train,SouthAsian
FA_FF_24096,FairFace,FairFace/train/24096.jpg,Male,30-39,train,EastAsian
FA_FF_24228,FairFace,FairFace/train/24228.jpg,Male,10-19,train,SoutheastAsian
FA_FF_2427,FairFace,FairFace/train/2427.jpg,Female,30-39,train,EastAsian
FA_FF_24367,FairFace,FairFace/train/24367.jpg,Female,0-2,train,Latino
FA_FF_24369,FairFace,FairFace/train/24369.jpg,Male,30-39,train,Latino
FA_FF_24478,FairFace,FairFace/train/24478.jpg,Male,20-29,train,SoutheastAsian
FA_FF_24570,FairFace,FairFace/train/24570.jpg,Female,10-19,train,SoutheastAsian
FA_FF_24586,FairFace,FairFace/train/24586.jpg,Female,10-19,train,SouthAsian
FA_FF_24813,FairFace,FairFace/train/24813.jpg,Male,10-19,train,SoutheastAsian
FA_FF_2498,FairFace,FairFace/train/2498.jpg,Male,30-39,train,SouthAsian
FA_FF_25104,FairFace,FairFace/train/25104.jpg,Female,3-9,train,Latino
FA_FF_25358,FairFace,FairFace/train/25358.jpg,Female,20-29,train,SoutheastAsian
FA_FF_255,FairFace,FairFace/train/255.jpg,Female,more than 70,train,SoutheastAsian
FA_FF_25501,FairFace,FairFace/train/25501.jpg,Female,20-29,train,SoutheastAsian
FA_FF_25588,FairFace,FairFace/train/25588.jpg,Female,10-19,train,Latino
FA_FF_25607,FairFace,FairFace/train/25607.jpg,Male,30-39,train,EastAsian
FA_FF_25904,FairFace,FairFace/train/25904.jpg,Female,3-9,train,Black
FA_FF_25950,FairFace,FairFace/train/25950.jpg,Male,20-29,train,SoutheastAsian
FA_FF_26080,FairFace,FairFace/train/26080.jpg,Female,3-9,train,EastAsian
FA_FF_26164,FairFace,FairFace/train/26164.jpg,Male,20-29,train,MiddleEastern
FA_FF_26375,FairFace,FairFace/train/26375.jpg,Male,40-49,train,SoutheastAsian
FA_FF_26537,FairFace,FairFace/train/26537.jpg,Female,40-49,train,SouthAsian
FA_FF_26625,FairFace,FairFace/train/26625.jpg,Male,20-29,train,MiddleEastern
FA_FF_2688,FairFace,FairFace/train/2688.jpg,Female,20-29,train,Latino
FA_FF_26926,FairFace,FairFace/train/26926.jpg,Male,30-39,train,White
FA_FF_26952,FairFace,FairFace/train/26952.jpg,Male,20-29,train,EastAsian
FA_FF_27059,FairFace,FairFace/train/27059.jpg,Male,20-29,train,MiddleEastern
FA_FF_27091,FairFace,FairFace/train/27091.jpg,Male,20-29,train,Black
FA_FF_27525,FairFace,FairFace/train/27525.jpg,Female,3-9,train,Black
FA_FF_27838,FairFace,FairFace/train/27838.jpg,Male,20-29,train,SouthAsian
FA_FF_27943,FairFace,FairFace/train/27943.jpg,Male,20-29,train,Latino
FA_FF_28432,FairFace,FairFace/train/28432.jpg,Male,50-59,train,Latino
FA_FF_28528,FairFace,FairFace/train/28528.jpg,Female,3-9,train,SoutheastAsian
FA_FF_2860,FairFace,FairFace/train/2860.jpg,Female,10-19,train,White
FA_FF_28633,FairFace,FairFace/train/28633.jpg,Female,20-29,train,EastAsian
FA_FF_28922,FairFace,FairFace/train/28922.jpg,Male,3-9,train,SouthAsian
FA_FF_29256,FairFace,FairFace/train/29256.jpg,Male,40-49,train,MiddleEastern
FA_FF_29284,FairFace,FairFace/train/29284.jpg,Female,20-29,train,MiddleEastern
FA_FF_29598,FairFace,FairFace/train/29598.jpg,Female,20-29,train,MiddleEastern
FA_FF_29730,FairFace,FairFace/train/29730.jpg,Female,20-29,train,Latino
FA_FF_29831,FairFace,FairFace/train/29831.jpg,Female,20-29,train,Latino
FA_FF_30520,FairFace,FairFace/train/30520.jpg,Female,20-29,train,SoutheastAsian
FA_FF_30654,FairFace,FairFace/train/30654.jpg,Female,20-29,train,EastAsian
FA_FF_31186,FairFace,FairFace/train/31186.jpg,Male,30-39,train,MiddleEastern
FA_FF_31526,FairFace,FairFace/train/31526.jpg,Female,40-49,train,Latino
FA_FF_3202,FairFace,FairFace/train/3202.jpg,Male,40-49,train,MiddleEastern
FA_FF_3219,FairFace,FairFace/train/3219.jpg,Female,20-29,train,Latino
FA_FF_32236,FairFace,FairFace/train/32236.jpg,Male,20-29,train,White
FA_FF_32333,FairFace,FairFace/train/32333.jpg,Male,3-9,train,SoutheastAsian
FA_FF_32471,FairFace,FairFace/train/32471.jpg,Female,3-9,train,SouthAsian
FA_FF_32613,FairFace,FairFace/train/32613.jpg,Female,20-29,train,SoutheastAsian
FA_FF_32954,FairFace,FairFace/train/32954.jpg,Male,20-29,train,EastAsian
FA_FF_33309,FairFace,FairFace/train/33309.jpg,Female,20-29,train,MiddleEastern
FA_FF_33754,FairFace,FairFace/train/33754.jpg,Male,3-9,train,White
FA_FF_34094,FairFace,FairFace/train/34094.jpg,Male,50-59,train,SouthAsian
FA_FF_34190,FairFace,FairFace/train/34190.jpg,Female,20-29,train,MiddleEastern
FA_FF_34620,FairFace,FairFace/train/34620.jpg,Male,3-9,train,EastAsian
FA_FF_34632,FairFace,FairFace/train/34632.jpg,Female,3-9,train,SoutheastAsian
FA_FF_34786,FairFace,FairFace/train/34786.jpg,Male,40-49,train,Black
FA_FF_34845,FairFace,FairFace/train/34845.jpg,Male,30-39,train,SouthAsian
FA_FF_3517,FairFace,FairFace/train/3517.jpg,Female,30-39,train,Latino
FA_FF_35284,FairFace,FairFace/train/35284.jpg,Male,3-9,train,Latino
FA_FF_35422,FairFace,FairFace/train/35422.jpg,Female,40-49,train,EastAsian
FA_FF_35903,FairFace,FairFace/train/35903.jpg,Female,20-29,train,Black
FA_FF_3598,FairFace,FairFace/train/3598.jpg,Male,3-9,train,SoutheastAsian
FA_FF_36088,FairFace,FairFace/train/36088.jpg,Male,30-39,train,Latino
FA_FF_36320,FairFace,FairFace/train/36320.jpg,Female,40-49,train,Latino
FA_FF_36595,FairFace,FairFace/train/36595.jpg,Male,20-29,train,SoutheastAsian
FA_FF_36778,FairFace,FairFace/train/36778.jpg,Male,20-29,train,EastAsian
FA_FF_36863,FairFace,FairFace/train/36863.jpg,Male,40-49,train,White
FA_FF_36868,FairFace,FairFace/train/36868.jpg,Male,3-9,train,EastAsian
FA_FF_36886,FairFace,FairFace/train/36886.jpg,Female,30-39,train,Black
FA_FF_37067,FairFace,FairFace/train/37067.jpg,Female,20-29,train,SoutheastAsian
FA_FF_37149,FairFace,FairFace/train/37149.jpg,Female,3-9,train,EastAsian
FA_FF_37288,FairFace,FairFace/train/37288.jpg,Female,10-19,train,SouthAsian
FA_FF_3763,FairFace,FairFace/train/3763.jpg,Female,30-39,train,Latino
FA_FF_38031,FairFace,FairFace/train/38031.jpg,Male,30-39,train,Black
FA_FF_38038,FairFace,FairFace/train/38038.jpg,Female,3-9,train,MiddleEastern
FA_FF_38175,FairFace,FairFace/train/38175.jpg,Male,40-49,train,Latino
FA_FF_38212,FairFace,FairFace/train/38212.jpg,Female,40-49,train,Latino
FA_FF_38309,FairFace,FairFace/train/38309.jpg,Female,30-39,train,SouthAsian
FA_FF_38799,FairFace,FairFace/train/38799.jpg,Female,40-49,train,MiddleEastern
FA_FF_39010,FairFace,FairFace/train/39010.jpg,Female,20-29,train,White
FA_FF_39024,FairFace,FairFace/train/39024.jpg,Male,40-49,train,SoutheastAsian
FA_FF_39115,FairFace,FairFace/train/39115.jpg,Male,3-9,train,Black
FA_FF_39130,FairFace,FairFace/train/39130.jpg,Male,0-2,train,White
FA_FF_40292,FairFace,FairFace/train/40292.jpg,Female,30-39,train,Black
FA_FF_40431,FairFace,FairFace/train/40431.jpg,Male,10-19,train,SouthAsian
FA_FF_40907,FairFace,FairFace/train/40907.jpg,Female,20-29,train,SouthAsian
FA_FF_41118,FairFace,FairFace/train/41118.jpg,Female,60-69,train,SouthAsian
FA_FF_41136,FairFace,FairFace/train/41136.jpg,Male,3-9,train,EastAsian
FA_FF_41196,FairFace,FairFace/train/41196.jpg,Male,10-19,train,MiddleEastern
FA_FF_41487,FairFace,FairFace/train/41487.jpg,Female,60-69,train,Black
FA_FF_41822,FairFace,FairFace/train/41822.jpg,Female,20-29,train,MiddleEastern
