image_id,source_dataset,rel_path,race_cat,gender_cat,age_cat,split,race_ml,skin_tone_bin,cultural_markers,ambiguous_mixed,prefer_not_to_label,unknown_uncertain,conf_race,conf_gender,conf_skin,annotation_notes
UT_UTK_17_0_0_20170110232257182.jpg.chip,UTKFace,UTKFace/17_0_0_20170110232257182.jpg.chip.jpg,White,Male,,train,White,5,none,0.0,0.0,0.0,0.96,0.822,0.736,
FA_FF_41917,FairFace,FairFace/train/41917.jpg,White,Male,20-29,train,White,3,none,0.0,0.0,0.0,0.963,0.805,0.568,
UT_UTK_48_0_0_20170117133115061.jpg.chip,UTKFace,UTKFace/48_0_0_20170117133115061.jpg.chip.jpg,White,Male,,train,White,5,none,0.0,0.0,0.0,0.993,0.907,0.794,
UT_UTK_34_0_0_20170116215618294.jpg.chip,UTKFace,UTKFace/34_0_0_20170116215618294.jpg.chip.jpg,White,Male,,train,White,1,none,0.0,0.0,0.0,0.836,0.946,0.63,
UT_UTK_26_0_0_20170103235702988.jpg.chip,UTKFace,UTKFace/26_0_0_20170103235702988.jpg.chip.jpg,White,Male,,train,White,7,none,0.0,0.0,0.0,0.877,0.985,0.501,
UT_UTK_30_0_0_20170104164938536.jpg.chip,UTKFace,UTKFace/30_0_0_20170104164938536.jpg.chip.jpg,White,Male,,train,White,4,beard,0.0,0.0,0.0,0.934,0.863,0.599,
UT_UTK_60_0_0_20170120220406122.jpg.chip,UTKFace,UTKFace/60_0_0_20170120220406122.jpg.chip.jpg,White,Male,,train,White,6,none,0.0,0.0,0.0,0.862,0.884,0.538,
UT_UTK_19_1_0_20170109214615122.jpg.chip,UTKFace,UTKFace/19_1_0_20170109214615122.jpg.chip.jpg,White,Female,,train,White,4,none,0.0,0.0,0.0,0.923,0.857,0.5,
UT_UTK_35_1_0_20170117135241435.jpg.chip,UTKFace,UTKFace/35_1_0_20170117135241435.jpg.chip.jpg,White,Female,,train,White,5,none,0.0,0.0,0.0,0.893,0.98,0.642,
UT_UTK_63_0_0_20170111195517664.jpg.chip,UTKFace,UTKFace/63_0_0_20170111195517664.jpg.chip.jpg,White,Male,,train,White,6,none,0.0,0.0,1.0,0.429,0.95,0.746,auto: low confidence / uncertain
UT_UTK_18_1_0_20170109212826322.jpg.chip,UTKFace,UTKFace/18_1_0_20170109212826322.jpg.chip.jpg,White,Female,,train,White,3,none,0.0,0.0,0.0,0.805,0.815,0.755,
UT_UTK_25_1_0_20170117151946851.jpg.chip,UTKFace,UTKFace/25_1_0_20170117151946851.jpg.chip.jpg,White,Female,,train,White,7,none,0.0,0.0,0.0,0.939,0.801,0.697,
UT_UTK_16_1_0_20170116204045849.jpg.chip,UTKFace,UTKFace/16_1_0_20170116204045849.jpg.chip.jpg,White,Female,,train,White,7,none,0.0,0.0,0.0,0.885,0.81,0.655,
UT_UTK_61_1_0_20170110122712394.jpg.chip,UTKFace,UTKFace/61_1_0_20170110122712394.jpg.chip.jpg,White,Female,,train,White,7,none,0.0,0.0,0.0,0.96,0.99,0.679,
UT_UTK_1_1_0_20170109190742179.jpg.chip,UTKFace,UTKFace/1_1_0_20170109190742179.jpg.chip.jpg,White,Female,,train,White,7,none,0.0,0.0,0.0,0.901,0.949,0.769,
FA_FF_1618,FairFace,FairFace/train/1618.jpg,White,Male,20-29,train,White,6,none,0.0,0.0,0.0,0.928,0.815,0.582,
UT_UTK_23_1_0_20170104165334721.jpg.chip,UTKFace,UTKFace/23_1_0_20170104165334721.jpg.chip.jpg,White,Female,,train,White,7,none,0.0,0.0,0.0,0.908,0.941,0.708,
UT_UTK_52_0_0_20170109132901912.jpg.chip,UTKFace,UTKFace/52_0_0_20170109132901912.jpg.chip.jpg,White,Male,,train,White|Latino,2,none,1.0,0.0,1.0,0.666,0.989,0.731,auto: multi-heritage heuristic; auto: low confidence / uncertain
UT_UTK_26_1_0_20170117175343265.jpg.chip,UTKFace,UTKFace/26_1_0_20170117175343265.jpg.chip.jpg,White,Female,,train,White|Latino,3,none,1.0,0.0,0.0,0.786,0.967,0.767,auto: multi-heritage heuristic
UT_UTK_67_0_0_20170104213345869.jpg.chip,UTKFace,UTKFace/67_0_0_20170104213345869.jpg.chip.jpg,White,Male,,train,White,2,none,0.0,0.0,0.0,0.98,0.934,0.617,
UT_UTK_52_0_0_20170105173134925.jpg.chip,UTKFace,UTKFace/52_0_0_20170105173134925.jpg.chip.jpg,White,Male,,train,White,4,none,0.0,0.0,0.0,0.984,0.933,0.678,
UT_UTK_36_0_0_20170112003914754.jpg.chip,UTKFace,UTKFace/36_0_0_20170112003914754.jpg.chip.jpg,White,Male,,train,White|Latino,5,none,1.0,0.0,1.0,0.665,0.952,0.598,auto: multi-heritage heuristic; auto: low confidence / uncertain
FA_FF_26926,FairFace,FairFace/train/26926.jpg,White,Male,30-39,train,White,4,beard,0.0,0.0,1.0,0.85,0.87,0.8,auto: low confidence / uncertain
UT_UTK_22_1_0_20170111182452750.jpg.chip,UTKFace,UTKFace/22_1_0_20170111182452750.jpg.chip.jpg,White,Female,,train,White,7,none,0.0,0.0,0.0,0.951,0.83,0.506,
FA_FF_33754,FairFace,FairFace/train/33754.jpg,White,Male,3-9,train,White|Latino,5,none,1.0,0.0,0.0,0.604,0.95,0.682,auto: multi-heritage heuristic
UT_UTK_5_0_0_20170110212804775.jpg.chip,UTKFace,UTKFace/5_0_0_20170110212804775.jpg.chip.jpg,White,Male,,train,White|Latino,4,beard,1.0,0.0,1.0,0.577,0.992,0.703,auto: multi-heritage heuristic; auto: low confidence / uncertain
UT_UTK_31_1_0_20170117135716524.jpg.chip,UTKFace,UTKFace/31_1_0_20170117135716524.jpg.chip.jpg,White,Female,,train,White,6,none,0.0,0.0,1.0,0.473,0.954,0.531,auto: low confidence / uncertain
UT_UTK_22_0_0_20170119151204830.jpg.chip,UTKFace,UTKFace/22_0_0_20170119151204830.jpg.chip.jpg,White,Male,,train,White,3,none,0.0,0.0,0.0,0.997,0.901,0.611,
UT_UTK_30_1_0_20170117145129099.jpg.chip,UTKFace,UTKFace/30_1_0_20170117145129099.jpg.chip.jpg,White,Female,,train,White,7,none,0.0,0.0,0.0,0.821,0.941,0.749,
FA_FF_32236,FairFace,FairFace/train/32236.jpg,White,Male,20-29,train,White,2,none,0.0,0.0,0.0,0.854,0.946,0.631,
FA_FF_72504,FairFace,FairFace/train/72504.jpg,White,Female,40-49,train,White,7,none,0.0,0.0,0.0,0.817,0.922,0.639,
UT_UTK_36_0_0_20170116210312217.jpg.chip,UTKFace,UTKFace/36_0_0_20170116210312217.jpg.chip.jpg,White,Male,,train,White,7,none,0.0,0.0,0.0,0.836,0.94,0.764,
UT_UTK_30_1_0_20170105164713380.jpg.chip,UTKFace,UTKFace/30_1_0_20170105164713380.jpg.chip.jpg,White,Female,,train,White,3,none,0.0,0.0,0.0,0.817,0.938,0.727,
FA_FF_49274,FairFace,FairFace/train/49274.jpg,White,Female,10-19,train,White,1,none,0.0,0.0,0.0,0.819,0.916,0.592,
FA_FF_2860,FairFace,FairFace/train/2860.jpg,White,Female,10-19,train,White,7,none,0.0,0.0,0.0,0.949,0.85,0.581,
UT_UTK_45_0_0_20170116212320846.jpg.chip,UTKFace,UTKFace/45_0_0_20170116212320846.jpg.chip.jpg,White,Male,,train,White|Latino,6,none,1.0,0.0,0.0,0.736,0.855,0.722,auto: multi-heritage heuristic
UT_UTK_33_1_0_20170105163852244.jpg.chip,UTKFace,UTKFace/33_1_0_20170105163852244.jpg.chip.jpg,White,Female,,train,White,6,none,0.0,0.0,0.0,0.996,0.86,0.608,
UT_UTK_32_1_0_20170117182452621.jpg.chip,UTKFace,UTKFace/32_1_0_20170117182452621.jpg.chip.jpg,White,Female,,train,White,7,none,0.0,0.0,1.0,0.314,0.928,0.783,auto: low confidence / uncertain
FA_FF_86400,FairFace,FairFace/train/86400.jpg,White,Female,60-69,train,White,2,none,0.0,0.0,1.0,0.371,0.993,0.602,auto: low confidence / uncertain
UT_UTK_42_0_0_20170117185635954.jpg.chip,UTKFace,UTKFace/42_0_0_20170117185635954.jpg.chip.jpg,White,Male,,train,White,5,none,0.0,0.0,0.0,0.813,0.962,0.546,
UT_UTK_34_0_0_20170117120149082.jpg.chip,UTKFace,UTKFace/34_0_0_20170117120149082.jpg.chip.jpg,White,Male,,train,White,3,none,0.0,0.0,0.0,0.912,0.876,0.733,
UT_UTK_1_1_0_20170109191021631.jpg.chip,UTKFace,UTKFace/1_1_0_20170109191021631.jpg.chip.jpg,White,Female,,train,White,7,none,0.0,0.0,0.0,0.886,0.82,0.788,
FA_FF_14381,FairFace,FairFace/train/14381.jpg,White,Female,30-39,train,White,6,none,0.0,0.0,0.0,0.816,0.882,0.547,
UT_UTK_30_1_0_20170117114710101.jpg.chip,UTKFace,UTKFace/30_1_0_20170117114710101.jpg.chip.jpg,White,Female,,train,White,4,none,0.0,0.0,1.0,0.372,0.814,0.758,auto: low confidence / uncertain
FA_FF_48525,FairFace,FairFace/train/48525.jpg,White,Female,more than 70,train,White,2,none,0.0,0.0,0.0,0.918,0.845,0.534,
UT_UTK_8_1_0_20170109205426790.jpg.chip,UTKFace,UTKFace/8_1_0_20170109205426790.jpg.chip.jpg,White,Female,,train,White|Latino,4,none,1.0,0.0,1.0,0.568,0.95,0.592,auto: multi-heritage heuristic; auto: low confidence / uncertain
FA_FF_59023,FairFace,FairFace/train/59023.jpg,White,Female,40-49,train,White,4,none,0.0,0.0,0.0,0.938,0.899,0.65,
UT_UTK_24_1_0_20170116172723427.jpg.chip,UTKFace,UTKFace/24_1_0_20170116172723427.jpg.chip.jpg,White,Female,,train,White|Latino,6,piercing_visible,1.0,0.0,0.0,0.734,0.935,0.569,auto: multi-heritage heuristic
UT_UTK_60_0_0_20170103182814970.jpg.chip,UTKFace,UTKFace/60_0_0_20170103182814970.jpg.chip.jpg,White,Male,,train,White,6,none,0.0,0.0,1.0,0.491,0.835,0.729,auto: low confidence / uncertain
UT_UTK_55_0_0_20170120222221343.jpg.chip,UTKFace,UTKFace/55_0_0_20170120222221343.jpg.chip.jpg,White,Male,,train,White,7,none,0.0,0.0,0.0,0.999,0.882,0.641,
UT_UTK_35_1_0_20170117135354644.jpg.chip,UTKFace,UTKFace/35_1_0_20170117135354644.jpg.chip.jpg,White,Female,,train,White,5,none,0.0,0.0,0.0,0.882,0.952,0.62,
FA_FF_49722,FairFace,FairFace/train/49722.jpg,White,Male,30-39,train,White|Latino,3,none,1.0,0.0,0.0,0.631,0.932,0.796,auto: multi-heritage heuristic
UT_UTK_61_0_0_20170104210224700.jpg.chip,UTKFace,UTKFace/61_0_0_20170104210224700.jpg.chip.jpg,White,Male,,train,White,6,none,0.0,0.0,0.0,0.872,0.91,0.561,
UT_UTK_14_1_0_20170109214428765.jpg.chip,UTKFace,UTKFace/14_1_0_20170109214428765.jpg.chip.jpg,White,Female,,train,White,7,none,0.0,0.0,0.0,0.824,0.832,0.572,
UT_UTK_17_1_0_20170109214431887.jpg.chip,UTKFace,UTKFace/17_1_0_20170109214431887.jpg.chip.jpg,White,Female,,train,White,6,none,0.0,0.0,1.0,0.548,0.823,0.638,auto: low confidence / uncertain
FA_FF_84086,FairFace,FairFace/train/84086.jpg,White,Female,50-59,train,White,7,none,0.0,0.0,0.0,0.902,0.849,0.794,
UT_UTK_62_0_0_20170104170229321.jpg.chip,UTKFace,UTKFace/62_0_0_20170104170229321.jpg.chip.jpg,White,Male,,train,White,5,none,0.0,0.0,0.0,0.902,0.883,0.737,
UT_UTK_28_1_0_20170116221705370.jpg.chip,UTKFace,UTKFace/28_1_0_20170116221705370.jpg.chip.jpg,White,Female,,train,White,5,none,0.0,0.0,0.0,0.857,0.898,0.8,
FA_FF_602,FairFace,FairFace/train/602.jpg,White,Female,50-59,train,White|Latino,5,none,1.0,0.0,0.0,0.688,0.838,0.597,auto: multi-heritage heuristic
FA_FF_59038,FairFace,FairFace/train/59038.jpg,White,Female,40-49,train,White,1,none,0.0,0.0,1.0,0.955,0.962,0.712,auto: low confidence / uncertain
UT_UTK_33_1_0_20170117175140175.jpg.chip,UTKFace,UTKFace/33_1_0_20170117175140175.jpg.chip.jpg,White,Female,,train,White,2,piercing_visible,0.0,0.0,0.0,0.996,0.918,0.651,
FA_FF_83539,FairFace,FairFace/train/83539.jpg,White,Female,20-29,train,White,1,none,0.0,0.0,0.0,0.905,0.931,0.623,
UT_UTK_26_0_0_20170113210127395.jpg.chip,UTKFace,UTKFace/26_0_0_20170113210127395.jpg.chip.jpg,White,Male,,train,White,6,none,0.0,0.0,0.0,0.868,0.972,0.756,
FA_FF_17110,FairFace,FairFace/train/17110.jpg,White,Male,20-29,train,White,4,beard,0.0,0.0,0.0,0.952,0.984,0.689,
UT_UTK_27_0_0_20170116204136393.jpg.chip,UTKFace,UTKFace/27_0_0_20170116204136393.jpg.chip.jpg,White,Male,,train,White,5,none,0.0,0.0,0.0,0.82,0.981,0.708,
FA_FF_14476,FairFace,FairFace/train/14476.jpg,White,Male,20-29,train,White|Latino,7,none,1.0,0.0,0.0,0.644,0.834,0.738,auto: multi-heritage heuristic
UT_UTK_2_1_0_20170117192801580.jpg.chip,UTKFace,UTKFace/2_1_0_20170117192801580.jpg.chip.jpg,White,Female,,train,White|Latino,4,none,1.0,0.0,0.0,0.61,0.851,0.638,auto: multi-heritage heuristic
UT_UTK_26_1_0_20170116225049260.jpg.chip,UTKFace,UTKFace/26_1_0_20170116225049260.jpg.chip.jpg,White,Female,,train,White,5,none,0.0,1.0,1.0,0.501,0.832,0.703,auto: low confidence / uncertain; auto: prefer-not-to-label set
UT_UTK_2_0_0_20170110213146269.jpg.chip,UTKFace,UTKFace/2_0_0_20170110213146269.jpg.chip.jpg,White,Male,,train,White,7,none,0.0,0.0,0.0,0.928,0.877,0.56,
FA_FF_85870,FairFace,FairFace/train/85870.jpg,White,Male,40-49,train,White,4,none,0.0,0.0,0.0,0.915,0.855,0.697,
UT_UTK_80_1_0_20170110151356634.jpg.chip,UTKFace,UTKFace/80_1_0_20170110151356634.jpg.chip.jpg,White,Female,,train,White,2,none,0.0,0.0,0.0,0.81,0.857,0.771,
FA_FF_21914,FairFace,FairFace/train/21914.jpg,White,Male,50-59,train,White,4,none,0.0,0.0,0.0,0.927,0.968,0.698,
FA_FF_13773,FairFace,FairFace/train/13773.jpg,White,Male,20-29,train,White,3,none,0.0,0.0,0.0,0.862,0.859,0.527,
FA_FF_18651,FairFace,FairFace/train/18651.jpg,White,Male,30-39,train,White,7,none,0.0,0.0,0.0,0.908,0.851,0.749,
FA_FF_968,FairFace,FairFace/train/968.jpg,MiddleEastern,Female,20-29,train,MiddleEastern,6,religious_headwear,0.0,0.0,0.0,0.949,0.993,0.542,
FA_FF_27059,FairFace,FairFace/train/27059.jpg,MiddleEastern,Male,20-29,train,MiddleEastern,5,piercing_visible,0.0,0.0,0.0,0.993,0.891,0.661,
FA_FF_73328,FairFace,FairFace/train/73328.jpg,MiddleEastern,Female,30-39,train,MiddleEastern,7,religious_headwear,0.0,0.0,0.0,0.964,0.977,0.508,
FA_FF_78148,FairFace,FairFace/train/78148.jpg,MiddleEastern,Female,40-49,train,MiddleEastern,6,none,0.0,0.0,0.0,0.813,0.828,0.622,
FA_FF_78413,FairFace,FairFace/train/78413.jpg,MiddleEastern,Male,30-39,train,MiddleEastern,2,none,0.0,0.0,0.0,0.819,0.989,0.723,
FA_FF_11232,FairFace,FairFace/train/11232.jpg,MiddleEastern,Female,more than 70,train,MiddleEastern,7,none,0.0,0.0,1.0,0.883,0.807,0.785,auto: low confidence / uncertain
FA_FF_6241,FairFace,FairFace/train/6241.jpg,MiddleEastern,Male,50-59,train,MiddleEastern,4,none,0.0,0.0,1.0,0.971,0.88,0.608,auto: low confidence / uncertain
FA_FF_20618,FairFace,FairFace/train/20618.jpg,MiddleEastern,Male,50-59,train,MiddleEastern,6,piercing_visible,0.0,0.0,0.0,0.891,0.849,0.736,
FA_FF_4695,FairFace,FairFace/train/4695.jpg,MiddleEastern,Male,40-49,train,MiddleEastern|SouthAsian,7,none,1.0,0.0,0.0,0.741,0.98,0.544,auto: multi-heritage heuristic
FA_FF_26164,FairFace,FairFace/train/26164.jpg,MiddleEastern,Male,20-29,train,MiddleEastern|SouthAsian,3,religious_headwear,1.0,0.0,0.0,0.685,0.958,0.607,auto: multi-heritage heuristic
FA_FF_78854,FairFace,FairFace/train/78854.jpg,MiddleEastern,Male,40-49,train,MiddleEastern,1,beard|religious_headwear,0.0,0.0,0.0,0.825,0.919,0.609,
FA_FF_83151,FairFace,FairFace/train/83151.jpg,MiddleEastern,Male,40-49,train,MiddleEastern,2,none,0.0,0.0,0.0,0.945,1.0,0.509,
FA_FF_63498,FairFace,FairFace/train/63498.jpg,MiddleEastern,Male,50-59,train,MiddleEastern,3,none,0.0,0.0,0.0,0.942,0.925,0.538,
FA_FF_71695,FairFace,FairFace/train/71695.jpg,MiddleEastern,Male,30-39,train,MiddleEastern,6,none,0.0,0.0,0.0,0.919,0.931,0.534,
FA_FF_42584,FairFace,FairFace/train/42584.jpg,MiddleEastern,Male,30-39,train,MiddleEastern,7,none,0.0,0.0,0.0,0.886,0.863,0.719,
FA_FF_76139,FairFace,FairFace/train/76139.jpg,MiddleEastern,Female,40-49,train,MiddleEastern,1,religious_headwear,0.0,0.0,0.0,0.937,0.949,0.63,
FA_FF_41196,FairFace,FairFace/train/41196.jpg,MiddleEastern,Male,10-19,train,MiddleEastern,4,none,0.0,0.0,1.0,0.539,0.988,0.762,auto: low confidence / uncertain
FA_FF_17760,FairFace,FairFace/train/17760.jpg,MiddleEastern,Female,30-39,train,MiddleEastern,3,none,0.0,0.0,1.0,0.372,0.831,0.652,auto: low confidence / uncertain
FA_FF_5415,FairFace,FairFace/train/5415.jpg,MiddleEastern,Female,10-19,train,MiddleEastern,2,none,0.0,0.0,0.0,0.911,0.912,0.629,
FA_FF_69294,FairFace,FairFace/train/69294.jpg,MiddleEastern,Male,30-39,train,MiddleEastern,1,piercing_visible,0.0,0.0,0.0,0.911,0.952,0.582,
FA_FF_23167,FairFace,FairFace/train/23167.jpg,MiddleEastern,Female,40-49,train,MiddleEastern,3,religious_headwear,0.0,0.0,0.0,0.829,0.818,0.792,
FA_FF_60506,FairFace,FairFace/train/60506.jpg,MiddleEastern,Male,3-9,train,MiddleEastern,7,none,0.0,0.0,0.0,0.831,0.831,0.765,
FA_FF_15476,FairFace,FairFace/train/15476.jpg,MiddleEastern,Male,30-39,train,MiddleEastern,3,none,0.0,0.0,1.0,0.411,0.902,0.565,auto: low confidence / uncertain
FA_FF_26625,FairFace,FairFace/train/26625.jpg,MiddleEastern,Male,20-29,train,MiddleEastern,4,none,0.0,0.0,0.0,0.919,0.841,0.516,
FA_FF_33309,FairFace,FairFace/train/33309.jpg,MiddleEastern,Female,20-29,train,MiddleEastern,5,none,0.0,0.0,0.0,0.858,0.907,0.539,
FA_FF_51210,FairFace,FairFace/train/51210.jpg,MiddleEastern,Male,10-19,train,MiddleEastern,3,none,0.0,0.0,0.0,0.871,0.863,0.523,
FA_FF_85006,FairFace,FairFace/train/85006.jpg,MiddleEastern,Female,30-39,train,MiddleEastern,7,none,0.0,0.0,0.0,0.858,0.892,0.784,
FA_FF_84084,FairFace,FairFace/train/84084.jpg,MiddleEastern,Male,40-49,train,MiddleEastern,7,beard,0.0,0.0,0.0,0.821,0.844,0.724,
FA_FF_34190,FairFace,FairFace/train/34190.jpg,MiddleEastern,Female,20-29,train,MiddleEastern,2,none,0.0,0.0,0.0,0.906,0.929,0.787,
FA_FF_45873,FairFace,FairFace/train/45873.jpg,MiddleEastern,Female,30-39,train,MiddleEastern|SouthAsian,4,none,1.0,0.0,1.0,0.599,0.835,0.697,auto: multi-heritage heuristic; auto: low confidence / uncertain
FA_FF_75094,FairFace,FairFace/train/75094.jpg,MiddleEastern,Male,30-39,train,MiddleEastern,3,none,0.0,0.0,0.0,0.952,0.973,0.687,
FA_FF_45803,FairFace,FairFace/train/45803.jpg,MiddleEastern,Male,20-29,train,MiddleEastern,2,piercing_visible,0.0,0.0,1.0,0.411,0.862,0.652,auto: low confidence / uncertain
FA_FF_10838,FairFace,FairFace/train/10838.jpg,MiddleEastern,Female,3-9,train,MiddleEastern,1,none,0.0,0.0,0.0,0.815,0.893,0.652,
